symbol,snapshot_time,spot_price,spot_change_pct,total_ce_oi,total_pe_oi,pcr_oi,total_ce_vol,total_pe_vol,pcr_vol,atm_ce_iv,atm_pe_iv,iv_skew,atm_ce_ltp,atm_pe_ltp,atm_strike,dte,expiry_date,signal,score,confidence,ml_bullish_probability,regime,top_pick_type,top_pick_strike,top_pick_ltp,net_gex,zero_gamma_level,iv_rank,max_pain_strike,oi_concentration_ratio,net_delta_flow,oi_velocity_score,oi_velocity_conf,uoa_detected,uoa_strike,uoa_side,outcome_1h,outcome_eod,outcome_next,pick_ltp_1h,pick_ltp_eod,pick_pnl_pct_1h,pick_pnl_pct_eod,pick_pnl_pct_next,trade_result,data_source
DIVISLAB,2026-01-05 15:30:00,6363.5,-0.4537,681400.0,387600.0,0.5688288817141179,5941.0,2674.0,0.4500925770072378,21.99017148119704,18.80395212346849,-3.1862193577285502,148.8,105.65,6365,22,2026-01-27,BEARISH,95,0.5061790770716393,0.5,TRENDING,PE,6300.0,85.1,96824487.3,6500.0,100.0,6550.0,0.5062,1633.5,-0.0867,0.95,1,6300.0,PE,,6363.5,6642.5,,85.1,,0,-68.21,LOSS,EOD_HISTORICAL
DIVISLAB,2026-01-06 15:30:00,6642.5,4.3844,1092800.0,728500.0,0.6666361639824304,97967.0,21837.0,0.22290158931068624,22.086647600245595,22.337420077077223,0.25077247683162796,154.15,128.45,6640,21,2026-01-27,BEARISH,95,0.4056651335351828,0.5,NEUTRAL,PE,6600.0,105.7,204213230.43,6700.0,100.0,6650.0,0.4057,38065.0,-0.1382,0.95,1,6600.0,PE,,6642.5,6642.5,,105.7,,0,92.38,WIN,EOD_HISTORICAL
DIVISLAB,2026-01-07 15:30:00,6642.5,0.0,1214300.0,781600.0,0.6436630157292267,33191.0,9558.0,0.2879696303214727,20.859475309397503,23.68834105618812,2.8288657467906155,142.6,133.95,6640,20,2026-01-27,BEARISH,95,0.3989968389739096,0.5,NEUTRAL,PE,6640.0,133.95,249503184.54,6700.0,100.0,6700.0,0.399,11816.5,0.6782,0.95,1,6700.0,CE,,6642.5,6600.5,,133.95,,0,0.0,,EOD_HISTORICAL
DIVISLAB,2026-01-08 15:30:00,6600.5,-0.6323,1274000.0,851600.0,0.6684458398744113,18329.0,7721.0,0.4212450215505483,20.822850059530403,22.435282608758722,1.6124325492283198,136.6,123.45,6600,19,2026-01-27,BEARISH,87,0.4022956510710654,0.5,NEUTRAL,PE,6600.0,123.45,226994208.18,6700.0,60.0,6700.0,0.4023,5304.0,0.4933,0.95,1,6650.0,CE,,6600.5,6616.5,,123.45,,0,269.22,WIN,EOD_HISTORICAL
DIVISLAB,2026-01-09 15:30:00,6616.5,0.2424,1290700.0,860400.0,0.6666150151080809,19282.0,9521.0,0.49377657919302975,22.32084234484935,21.330376380870234,-0.9904659639791156,142.25,113.8,6615,18,2026-01-27,BULLISH,68,0.41560634193252544,0.5,NEUTRAL,CE,6650.0,118.5,238997615.91,6700.0,66.7,6700.0,0.4156,4880.5,-0.1958,0.95,1,6650.0,CE,,6616.5,6485.5,,118.5,,0,-45.57,LOSS,EOD_HISTORICAL
DIVISLAB,2026-01-12 15:30:00,6485.5,-1.9799,1456100.0,984000.0,0.6757777625163107,38012.0,58618.0,1.54209197095654,21.312598992220448,25.2628352258414,3.950236233620952,120.75,123.6,6485,15,2026-01-27,BEARISH,95,0.41184110942304397,0.5,NEUTRAL,PE,6485.0,123.6,157019816.6,6700.0,100.0,6650.0,0.4118,-10303.0,0.9437,0.95,1,6500.0,CE,,6485.5,6436.5,,123.6,,0,0.0,,EOD_HISTORICAL
DIVISLAB,2026-01-13 15:30:00,6436.5,-0.7555,1540200.0,906800.0,0.5887547071808856,14504.0,8705.0,0.6001792608935466,20.181559773103473,25.115124841228763,4.93356506812529,110.35,117.55,6435,14,2026-01-27,BEARISH,94,0.40580521712273687,0.5,TRENDING,PE,6435.0,117.55,162904245.63,6700.0,87.5,6700.0,0.4058,2899.5,0.9224,0.95,1,6400.0,CE,,6436.5,6355.5,,117.55,,0,0.0,,EOD_HISTORICAL
DIVISLAB,2026-01-14 15:30:00,6355.5,-1.2584,1559300.0,882200.0,0.5657666901814917,11380.0,5097.0,0.4478910369068541,24.6912908449886,21.839759415984545,-2.851531429004055,125.75,96.95,6355,13,2026-01-27,BEARISH,95,0.4035988870021038,0.5,TRENDING,PE,6400.0,122.75,63372304.93,6800.0,88.9,6700.0,0.4036,3141.5,0.9559,0.95,1,6400.0,PE,,6355.5,6355.5,,122.75,,0,0.0,,EOD_HISTORICAL
DIVISLAB,2026-01-16 15:30:00,6236.0,-1.8803,1715700.0,1025500.0,0.5977152182782538,17458.0,11246.0,0.644174590445641,22.42840574526269,23.427134311595584,0.9987285663328933,103.5,94.6,6235,11,2026-01-27,BEARISH,93,0.4358569453238621,0.5,TRENDING,PE,6200.0,72.0,-91913861.52,6235.0,80.0,6650.0,0.4359,3106.0,0.9095,0.95,1,6200.0,PE,,6236.0,6140.0,,72.0,,0,256.32,WIN,EOD_HISTORICAL
DIVISLAB,2026-01-19 15:30:00,6140.0,-1.5394,1856700.0,1015600.0,0.5469919750094253,23860.0,21742.0,0.9112321877619447,22.533831830589463,24.105890592488514,1.5720587618990507,86.1,83.05,6140,8,2026-01-27,BEARISH,95,0.3864177706435289,0.5,TRENDING,PE,6140.0,83.05,-139687204.72,6140.0,100.0,6650.0,0.3864,1059.0,0.6439,0.95,1,6200.0,CE,,6140.0,6013.0,,83.05,,0,0.0,,EOD_HISTORICAL
DIVISLAB,2026-01-20 15:30:00,6013.0,-2.0684,1930600.0,947500.0,0.4907800683725267,20450.0,16207.0,0.792518337408313,24.989638491248183,18.78021832730086,-6.209420163947321,85.75,59.65,6015,7,2026-01-27,BEARISH,87,0.34877933145587237,0.5,TRENDING,PE,6000.0,59.65,-180629935.5,6015.0,41.7,6650.0,0.3488,2121.5,0.8935,0.95,1,6000.0,PE,,6013.0,6010.0,,59.65,,0,1.68,NEUTRAL,EOD_HISTORICAL
DIVISLAB,2026-01-21 15:30:00,6010.0,-0.0499,1806900.0,890100.0,0.4926116553212685,23059.0,11649.0,0.5051823582982783,19.540854160397846,20.768467951939577,1.2276137915417316,63.3,60.65,6010,6,2026-01-27,BEARISH,79,0.29865572788488604,0.5,TRENDING,PE,6000.0,60.65,-118958707.54,6010.0,0.0,6600.0,0.2987,5705.0,0.9045,0.95,1,6000.0,PE,,6010.0,6071.0,,60.65,,0,254.49,WIN,EOD_HISTORICAL
DIVISLAB,2026-01-22 15:30:00,6071.0,1.015,1775300.0,836100.0,0.4709626541992903,21625.0,6739.0,0.3116300578034682,22.35943728180284,12.020167566359632,-10.339269715443208,66.6,30.95,6070,5,2026-01-27,BULLISH,78,0.3181003895546479,0.5,TRENDING,CE,6100.0,44.85,-28146279.18,6070.0,0.0,6600.0,0.3181,7443.0,-0.854,0.95,1,6100.0,CE,,6071.0,6011.5,,44.85,,0,1166.33,WIN,EOD_HISTORICAL
DIVISLAB,2026-01-23 15:30:00,6011.5,-0.9801,1566200.0,720800.0,0.4602221938449751,27816.0,15816.0,0.5685936151855048,11.803961943543378,10.456209252138077,-1.3477526914053009,32.6,23.45,6010,4,2026-01-27,BEARISH,79,0.32283252259758766,0.5,SQUEEZE,PE,6050.0,40.65,-144568966.78,5700.0,0.0,6600.0,0.3228,6000.0,0.9515,0.95,1,6050.0,PE,,6011.5,,,40.65,,0,0.0,,EOD_HISTORICAL
DIVISLAB,2026-01-27 15:30:00,6056.0,0.7402,1302600.0,533400.0,0.4094887148779364,9497.0,7043.0,0.741602611350953,18.755727074938296,49.34189601417949,30.586168939241194,17.55,43.35,6055,0,2026-01-27,BEARISH,95,0.5,0.5,EXPIRY,PE,6055.0,43.35,-21639288.21,6000.0,100.0,6700.0,0.3307,1227.0,-0.0759,0.95,1,6100.0,CE,,6056.0,6188.0,,43.35,,0,0.0,,EOD_HISTORICAL
DIVISLAB,2026-01-28 15:30:00,6188.0,2.1797,445100.0,281100.0,0.6315434733767693,7168.0,3313.0,0.46219308035714285,28.91980423441842,30.078123110521148,1.1583188761027259,207.85,187.9,6190,27,2026-02-24,BEARISH,95,0.42964175866210996,0.5,NEUTRAL,PE,6190.0,187.9,30917375.77,6500.0,94.1,6500.0,0.4296,1927.5,0.3869,0.95,1,6200.0,CE,,6188.0,6041.0,,187.9,,0,0.0,,EOD_HISTORICAL
