strikePrice,expiryDate,underlying,identifier,openInterest,changeinOpenInterest,pchangeinOpenInterest,totalTradedVolume,impliedVolatility,lastPrice,change,totalBuyQuantity,totalSellQuantity,buyPrice1,buyQuantity1,sellPrice1,sellQuantity1,underlyingValue,optionType,pchange,type,expiry
61400,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026PE61400.00,633.0,-4.0,-0.6279434850863422,7,50.41,7895.0,1939.7,3000,2850,7185.95,150,8092.9,150,53451,,32.57098718788306,PE,30-Mar-2026
61500,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026CE61500.00,15154.666666666666,-1156.5,-7.09023470628506,12864,32.99,9.0,-2.65,101880,11850,8.2,30,10.0,690,53451,,-22.746781115879827,CE,30-Mar-2026
61500,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026PE61500.00,5518.333333333333,-60.0,-1.075590080669256,142,0.0,7734.1,1672.25,3030,2520,7662.05,30,7759.55,30,53451,,27.58646287849419,PE,30-Mar-2026
61600,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026CE61600.00,2491.0,-61.0,-2.390282131661442,558,33.46,9.3,-2.3,3630,12000,8.5,60,11.7,30,53451,,-19.82758620689655,CE,30-Mar-2026
61600,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026PE61600.00,801.0,0.0,0.0,14,0.0,7736.1,1248.7,2850,2910,7098.3,30,8505.75,600,53451,,19.248080895273915,PE,30-Mar-2026
61700,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026CE61700.00,1414.0,-122.0,-7.942708333333333,567,33.8,9.3,-2.05,4320,12630,7.15,150,10.2,30,53451,,-18.061674008810574,CE,30-Mar-2026
61700,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026PE61700.00,514.0,0.0,0.0,2,0.0,7900.0,1799.0,2640,2010,7760.55,150,8188.7,150,53451,,29.486969349287,PE,30-Mar-2026
61800,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026CE61800.00,1505.0,-104.0,-6.4636420136730885,414,33.63,8.2,-2.35,15270,11160,6.15,300,9.8,60,53451,,-22.274881516587676,CE,30-Mar-2026
61800,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026PE61800.00,1164.0,-1.0,-0.08583690987124463,1,0.0,7933.75,1566.4,3360,3210,7234.25,180,8161.25,150,53451,,24.60050099334888,PE,30-Mar-2026
61900,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026CE61900.00,1065.0,-137.0,-11.397670549084859,339,34.06,8.4,-2.5,9030,11490,7.0,30,10.3,30,53451,,-22.93577981651376,CE,30-Mar-2026
61900,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026PE61900.00,285.0,0.0,0.0,1,0.0,7900.1,1270.1,2100,2220,7868.75,150,8328.15,150,53451,,19.15686274509804,PE,30-Mar-2026
62000,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026CE62000.00,19504.0,-1654.0,-7.817374042915209,18332,34.44,8.5,-1.6,96690,25710,6.85,30,8.55,330,53451,,-15.841584158415841,CE,30-Mar-2026
62000,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026PE62000.00,5793.0,-503.0,-7.989199491740788,649,0.0,8234.65,1639.45,3060,2700,8162.45,30,8258.15,30,53451,,24.85823022804464,PE,30-Mar-2026
62100,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026CE62100.00,898.0,-96.0,-9.6579476861167,231,34.55,8.05,-2.0,13320,10050,7.45,750,10.9,30,53451,,-19.90049751243781,CE,30-Mar-2026
62100,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026PE62100.00,198.0,0.0,0.0,1,76.17,8971.75,2042.2,1890,2070,7660.9,180,8689.4,360,53451,,29.47088916307697,PE,30-Mar-2026
