Date,Close,High,Low,Open,Volume
2020-01-01,633.1510620117188,635.8577748694352,629.4562232684716,631.5614385527498,2112415
2020-01-02,631.3037109375,636.5452206149837,628.0385056083046,634.9126441731436,5658200
2020-01-03,641.013427734375,642.7319623931803,630.6163140268093,630.6163140268093,7882938
2020-01-06,634.8696899414062,647.7157479073298,632.8504325536925,641.0993785171215,6519403
2020-01-07,625.460693359375,638.091880808106,623.0547029448412,634.1392721765393,7899363
2020-01-08,617.1258544921875,626.4059318828291,608.6190862908794,622.9259094170285,8639443
2020-01-09,625.1599731445312,628.5540897917724,613.7746803355894,620.1332799391682,13521186
2020-01-10,634.2681884765625,638.3497082159341,627.6947725496843,636.244492808629,9341405
2020-01-13,664.6862182617188,668.0803346309402,648.7468201239355,653.0431566810477,36952038
2020-01-14,666.4906616210938,667.607698553942,659.2298428893147,661.5928278203634,11414418
2020-01-15,659.5305786132812,664.9439518924611,654.8905668506321,664.9439518924611,6047430
2020-01-16,659.0580444335938,663.7840147652558,653.2579899356449,662.237344054906,5740586
2020-01-17,659.7884521484375,664.1277944750946,654.9765756863783,662.2373957058855,3762957
2020-01-20,660.3040161132812,665.416667416314,655.5780456130107,663.0106768415801,3887680
2020-01-21,655.1913452148438,662.0654839187372,653.687627373367,660.3039963649677,4448374
2020-01-22,661.8076171875,668.5098909521603,658.1986844079111,660.3038995664637,9733935
2020-01-23,673.96630859375,674.95448700041,667.3929449935188,667.7366204578454,12528017
2020-01-24,672.5914916992188,675.8137441346989,664.7291747784413,666.5766204863226,7540490
2020-01-27,668.5958862304688,674.3529878110744,665.4166390766485,669.4122006803074,3741610
2020-01-28,668.510009765625,671.7752152625233,663.3544055772012,671.087811859837,5121009
2020-01-29,678.5633544921875,681.227061975943,673.8803375135111,675.8995945629215,6832757
2020-01-30,670.8300170898438,678.5634230837039,668.5099848025825,678.5634230837039,3859680
2020-01-31,666.7484741210938,674.481879846576,663.0106298864689,670.7010827359123,6092028
2020-02-03,659.4017333984375,679.6374674069847,656.9098373016258,671.9470147414929,6416745
2020-02-04,676.9738159179688,678.7353560855137,661.7218192118607,661.7218192118607,5771311
2020-02-05,674.13818359375,675.3841317304477,665.4166515278996,671.0877950146051,6310409
2020-02-06,662.7957763671875,676.0714659500686,661.6357865507899,673.9662506855775,7341622
2020-02-07,667.9085693359375,669.2404233762667,662.4951949634727,666.7485792723816,2853344
2020-02-10,664.3854370117188,668.5099092532279,661.4209545599899,665.0728403110519,3827682
2020-02-11,664.6862182617188,669.4551413510103,660.948426435237,669.3692355980739,4312817
2020-02-12,671.1307373046875,673.021135918938,666.0180862043903,666.6195838242222,2948825
2020-02-13,680.7544555664062,682.2581732025579,672.1188304878938,674.5247682166347,4387430
2020-02-14,675.770751953125,686.7264095965432,674.1810760434396,682.6878429565338,5321680
2020-02-17,678.3485107421875,681.7855795888685,673.063996412212,679.0788668939038,2929629
2020-02-18,685.3946533203125,686.5975961967343,673.3649098829785,674.5248998790851,5083346
2020-02-19,687.800537109375,691.5812818518593,684.1056981207253,687.4138563260885,3985192
2020-02-20,684.8359985351562,692.6553095352078,682.1292857183249,690.2064188498924,4564569
2020-02-24,683.847900390625,697.3813611703688,680.6686531479877,687.4997866327781,6627536
2020-02-25,686.0389404296875,692.5693500474658,683.4611388786424,686.5544797616938,6996695
2020-02-26,672.5914916992188,688.659800999916,670.6581402379306,682.2152961289557,8760569
2020-02-27,668.3809814453125,670.8728773441667,663.5261531534188,668.5098925056186,5223386
2020-02-28,628.7259521484375,650.2935423983963,620.4340009570107,644.4505347061641,14123957
2020-03-02,636.760009765625,658.1128332217729,630.4873690869798,633.2799877575525,9821523
2020-03-03,641.8726196289062,652.183826369933,636.9318330654977,648.7467574562573,7826587
2020-03-04,651.9691162109375,654.332101475623,640.6267764513437,647.8016904496086,11013444
2020-03-05,648.403076171875,664.6862018093927,645.954185373142,656.2653928549879,7755293
2020-03-06,634.9556274414062,639.2949171290524,626.4918124610296,636.7171150438545,9216022
2020-03-09,605.3108520507812,623.6991405627762,598.9093002604727,622.5391507011657,10308654
2020-03-11,589.4573364257812,598.0070560948201,574.8927459768876,593.4529501363179,16165009
2020-03-12,542.3695678710938,575.7091309346221,539.1902681514557,573.9905962154143,13965574
2020-03-13,551.9502563476562,573.1312134760614,489.7822963738455,508.6861744795027,16903113
2020-03-16,501.081787109375,534.5932144936081,498.37507391936435,534.4643034100769,19140152
2020-03-17,476.85040283203125,508.6862460888613,472.5970191703948,505.3350826110837,16059887
2020-03-18,459.10650634765625,496.65649771972056,453.69313286507344,488.06382474879115,15390183
2020-03-19,468.7733154296875,479.47120495405665,437.581919575006,437.581919575006,16583991
2020-03-20,502.8431701660156,530.5545370484156,470.87842020326207,472.16732098848996,21354894
2020-03-23,452.361328125,482.0060530911666,443.29606764618916,464.0043907747818,17146150
2020-03-24,506.7958068847656,516.5485215110975,448.5374985913173,448.5374985913173,20027097
2020-03-25,520.8878173828125,545.6347036910361,486.0874937615732,512.9825481945646,18339548
2020-03-26,552.5089111328125,559.2541389141585,525.9575287953459,528.4494251114769,14843813
2020-03-27,560.8438110351562,579.9195567351105,551.8644567193235,571.455741852175,13495283
2020-03-30,538.5028076171875,570.1238326064855,533.6908794466455,537.1279485203846,14624804
2020-03-31,551.219970703125,568.8349502813231,544.5176962795475,558.5237427233535,15175521
2020-04-01,517.96630859375,547.7828938542112,510.4047669794533,545.0761809299029,13083824
2020-04-03,503.2729187011719,520.7160361559045,500.22252996857037,518.5678676899148,10221655
2020-04-07,549.07177734375,553.582930443992,526.6449229093224,528.4493631712148,15145605
2020-04-08,542.7131958007812,563.3786159451819,538.2020425580807,541.3383891240682,11806896
2020-04-09,546.7088012695312,560.9296641179702,543.1428211160517,555.774060491067,11931114
2020-04-13,547.697021484375,559.9845339121814,537.9443057438538,540.4791548766551,8330276
2020-04-15,549.11474609375,561.3593048627127,546.1502634816354,559.7267284941587,11963447
2020-04-16,536.0538330078125,545.54877772377,518.5677660985184,532.7027223246884,17783287
2020-04-17,540.2642211914062,555.0865795461606,537.9012365261556,553.36804524416,8878320
2020-04-20,561.3593139648438,567.9756826328771,549.0718021216468,549.9310694176118,13322913
2020-04-21,544.0880737304688,555.5163185179138,539.4480092565216,539.4480092565216,11660575
2020-04-22,551.5206298828125,554.2273425338553,539.6627530432827,544.0880000897794,8266728
2020-04-23,583.7002563476562,587.4381005055866,548.2984337082895,555.9888863999373,14451289
2020-04-24,565.39794921875,580.0054950192344,562.6482830495548,574.4632097999466,7319940
2020-04-27,571.0690307617188,585.1610355625768,568.0186423136012,568.0186423136012,7183306
2020-04-28,567.7178955078125,581.7239415130418,561.1444799172373,578.2868724346782,7296571
2020-04-29,581.3372192382812,586.0202360122314,565.3978230147335,572.2719606805662,8639056
2020-04-30,614.8057861328125,618.6724891902516,599.8545133325081,601.4871422683001,16253821
2020-05-04,578.888427734375,602.5182800042948,576.0098506269107,592.722611176012,9122740
2020-05-05,578.888427734375,589.1136777947754,575.7091280307733,585.8055194551935,6393053
2020-05-06,572.18603515625,585.5476292931716,570.5963594086796,581.6379741199961,7934250
2020-05-07,571.369873046875,579.4469552092237,569.2217045283481,571.8854125131132,4779548
2020-05-08,579.318115234375,585.0752175386579,574.4202803651933,577.6425332468231,8400321
2020-05-11,586.7936401367188,600.2411414558088,582.5832095321019,586.4499122502353,7370186
2020-05-12,590.875244140625,593.75376893075,580.4351243310009,583.0129265115975,7356039
2020-05-13,596.4603881835938,601.4011749176295,587.52398772122,597.0188804340474,8287101
2020-05-14,565.5267333984375,577.2127464381863,560.7577584420578,566.2570895463563,16888262
2020-05-15,560.5001220703125,571.24096471479,555.6882455437949,571.24096471479,9255353
2020-05-18,570.4675903320312,576.1816864987078,561.1015556379695,566.9875157564253,10435442
2020-05-19,574.5062255859375,579.833694538545,562.820208644207,570.5536160912267,5902208
2020-05-20,575.322509765625,578.2869929526294,566.8157934911394,574.4202894336297,5794636
2020-05-21,577.5994873046875,583.8291752054804,571.7564801764948,572.7016532246166,7213225
2020-05-22,594.9136352539062,597.9210705060365,578.7164692313511,580.0053700536926,11867731
2020-05-26,584.7743530273438,601.0145260450187,583.4424991957494,595.4722414472081,7099606
2020-05-27,606.170166015625,609.3924185965654,580.0054645692849,589.5003583520194,8774636
2020-05-28,607.845703125,610.0797771052081,592.8944312712586,607.5019752301157,9440091
2020-05-29,601.8359985351562,610.3714333238881,587.8570398812367,603.1424442628013,28290128
2020-06-01,609.2828369140625,615.4667130203887,602.2715875606066,608.5860763672796,12276438
2020-06-02,616.7295532226562,619.8215177801701,607.5408941598197,610.1102484504172,7059304
2020-06-03,611.0247192382812,620.0392275848711,606.1908801790817,618.9940602630236,11378568
2020-06-04,616.4246826171875,617.9053318367771,607.4973028971929,611.4166403352393,10782424
2020-06-05,612.7667236328125,619.8651016363413,610.19736915034,615.7715601238591,7718679
2020-06-08,627.834228515625,632.1455099200784,613.1585098767985,616.337548982964,10719105
2020-06-09,625.003662109375,635.455228720966,622.7827148362952,627.0939966954599,10078029
2020-06-10,623.4793701171875,626.6148714672869,617.6874931594645,622.7390722042044,7263049
2020-06-11,613.1151123046875,621.3457326543191,609.8925349050078,620.1263618027355,8825715
2020-06-12,602.75048828125,605.450507961928,588.3360479962732,588.5973265048777,9795316
2020-06-15,598.8312377929688,613.5070118687655,596.828031391361,603.5780018303001,7857344
2020-06-16,610.7199096679688,620.1263093463955,608.9344442687287,611.4166701701821,10131760
2020-06-17,612.8538208007812,618.645699324969,607.9328530900798,609.5877059023746,7291916
2020-06-18,621.7811889648438,624.1327491166638,614.900552454068,616.8166837876505,6670195
2020-06-19,614.508544921875,620.0391973657015,610.5456699641194,617.5133808909567,22438862
2020-06-22,612.8972778320312,617.2520971243443,609.6747009238366,615.858523055155,7804096
2020-06-23,627.66015625,631.0133460036435,602.7940943595893,605.9295962974941,12157390
2020-06-24,621.9989013671875,633.0165629999383,617.8618227695662,624.3940521342314,10220838
2020-06-25,610.1102294921875,614.5521242461359,604.0134820168909,613.8989013023541,14945284
2020-06-26,651.6551513671875,654.6163965077595,618.3843222695353,618.5585256682546,26030458
2020-06-29,637.3278198242188,648.606812713326,635.890708157022,640.5068592531488,8954428
2020-06-30,640.98583984375,643.5987313277307,630.7955524243425,638.2422825218049,10411290
2020-07-01,637.4585571289062,646.5165506096668,635.5859633113594,642.1181931501195,5477468
2020-07-02,658.9712524414062,666.6793146995869,640.5068606541765,642.2051976980483,17263756
2020-07-03,664.2841186523438,665.4163609907333,655.4002770229408,657.5776865811566,7796572
2020-07-06,665.4163818359375,674.9969841922141,663.238972209511,666.4615490885051,8810958
2020-07-07,691.676025390625,694.1147137596291,666.7664251287603,670.119668150633,19362533
2020-07-08,674.7357788085938,683.6196216792831,672.5583689461415,683.6196216792831,8476642
